track_id,song_id,artist_id,artist_name,song_title,genre,top1_genre_dot,top2_genre_dot,top3_genre_dot,top1_genre_cov,top2_genre_cov,top3_genre_cov,top1_genre_corr,top2_genre_corr,top3_genre_corr,top1_genre_cosine,top2_genre_cosine,top3_genre_cosine
TRDQLTF128E0787809,SODUTDM12A67020476,ARGVJPK1187B9909EA,Josh Groban,Broken Vow (Album Version),classical,classical,hip hop,r&b/soul,classical,jazz,metal,classical,pop,rock,classical,pop,folk
TRUAAEQ128F423C52D,SOGDUMI12A8AE45417,ARGVJPK1187B9909EA,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,hip hop,folk,hip hop,hip hop,folk,hip hop,classical,classical,jazz,classical,classical,jazz
TRYGDNA128E078780C,SOWLNSE12A67020479,ARGVJPK1187B9909EA,Josh Groban,Hymne A L'Amour (Album Version),classical,hip hop,reggae,hip hop,reggae,hip hop,hip hop,pop,folk,pop,pop,folk,pop
TRDFTPP128F427550C,SOWOPHG12A8C13DB44,ARGVJPK1187B9909EA,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,hip hop,metal,folk,hip hop,metal,folk,rock,country,hip hop,rock,country,hip hop
TRRBWRX128F423C535,SOBFGZA12A8AE4542A,ARGVJPK1187B9909EA,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,hip hop,folk,electronic,folk,electronic,country,electronic,country,r&b/soul,electronic,country,r&b/soul
TRJSTLV128F4241832,SOHCDYF12A58A7C604,ARGVJPK1187B9909EA,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,hip hop,folk,hip hop,hip hop,folk,hip hop,classical,folk,classical,classical,folk,classical
TRBRHPE128E0787803,SOJCMKN12A67020471,ARGVJPK1187B9909EA,Josh Groban,My Confession (Album Version),classical,r&b/soul,pop,hip hop,country,pop,metal,country,metal,electronic,country,metal,electronic
TRLJSTZ128F4241831,SOTEXNI12A8AE46AAE,ARGVJPK1187B9909EA,Josh Groban,Oceano (Revised Live Version),classical,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,electronic,classical,pop,electronic,classical,pop
TRGURIJ128E078780B,SORUSFO12A67020478,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Album Version),classical,classical,pop,blues,classical,pop,blues,classical,latin,pop,classical,latin,pop
TRYKKOX128F4241839,SOEIAOV12A8AE46AC4,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Revised Live Version),classical,classical,pop,blues,classical,pop,blues,classical,latin,pop,classical,latin,pop
TRUVBEG128F92F0B48,SORJUAX12AB017CB28,ARGVJPK1187B9909EA,Josh Groban,Smile,classical,r&b/soul,blues,hip hop,r&b/soul,blues,r&b/soul,blues,folk,classical,blues,r&b/soul,folk
TRJBNZG128EF35A1AA,SOMYGPN12A6D4F7E28,ARGVJPK1187B9909EA,Josh Groban,Solo Por Ti (Album Version),classical,hip hop,latin,latin,hip hop,latin,latin,latin,latin,latin,latin,latin,latin
TRPJAPP128EF35A1AC,SOAGVMD12A6D4F7E2A,ARGVJPK1187B9909EA,Josh Groban,Un Giorno Per Noi (Album Version),classical,folk,electronic,folk,folk,electronic,folk,electronic,classical,classical,electronic,classical,classical
TRUDTXB128F423C537,SOGQZMP12A8AE4542F,ARGVJPK1187B9909EA,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,pop,rock,pop,rock,rock,pop,rock
TRMVVDP128E0787806,SOTQRPK12A67020473,ARGVJPK1187B9909EA,Josh Groban,When You Say You Love Me (Album Version),classical,r&b/soul,hip hop,hip hop,blues,pop,pop,electronic,electronic,electronic,electronic,electronic,pop
TRIEQWR128E078780D,SOULFRO12A6702047A,ARGVJPK1187B9909EA,Josh Groban,You Raise Me Up (Album Version),classical,classical,hip hop,hip hop,classical,jazz,metal,classical,electronic,metal,classical,metal,electronic
TRBEYYM128F1493C56,SOKMZQL12A58A76B19,ARGVJPK1187B9909EA,Josh Groban,Believe (Album Version),classical,hip hop,r&b/soul,reggae,country,metal,punk,classical,rock,jazz,classical,jazz,country
TRPITXR128F427FA1B,SOEEMLZ12A8C136C5C,ARH861H1187B9B799E,Johnny Cash,Away In A Manger,classical,jazz,hip hop,metal,jazz,electronic,electronic,jazz,electronic,electronic,jazz,electronic,electronic
TRGFMUJ128F423C52F,SOKABLD12D021991AC,ARGVJPK1187B9909EA,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,jazz,classical,classical,jazz,classical,classical
TRGVTSO12903CABC19,SOPPSEF12AB018ADD4,ARFM3UU1187B994C88,David Crowder*Band,All Around Me,classical,electronic,reggae,r&b/soul,classical,electronic,reggae,metal,folk,electronic,electronic,folk,classical
TRJGMSL128F4230A6C,SOWYWPP12A81C20850,ARPBTRI1187FB52457,The Game,Black Opera,classical,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop
TRBGUUE128F1494FB6,SOGDJWU12A58A7DA10,ARJA1841187FB3A029,David Bowie,Baal's Hymn,classical,r&b/soul,hip hop,metal,folk,metal,hip hop,punk,country,classical,country,hip hop,folk
TREPYPE128F92EB38C,SOBAQGA12AB017C9F2,ARNJ9LU1187B9A56A6,Il Divo,Adagio,classical,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,classical,classical,jazz,classical,classical,jazz
TRGZRPJ128F92EF7E2,SOJBCHJ12A8C140942,ARNJ9LU1187B9A56A6,Il Divo,Adeste Fideles,classical,classical,classical,latin,classical,latin,classical,classical,classical,pop,classical,classical,pop
TRGXTYR128F42ACF5F,SOJILSK12A8C13F427,ARNJ9LU1187B9A56A6,Il Divo,All By Myself (Solo Otra Vez),classical,latin,latin,pop,latin,latin,pop,latin,latin,pop,latin,latin,pop
TRVXXVG128F933AB88,SOHGPTR12AB01874F5,ARNJ9LU1187B9A56A6,Il Divo,Amazing Grace,classical,classical,electronic,hip hop,classical,electronic,folk,classical,r&b/soul,electronic,classical,r&b/soul,electronic
TRLFGML128F92EB391,SOMZKFD12AB017CA0C,ARNJ9LU1187B9A56A6,Il Divo,Angelina,classical,hip hop,hip hop,reggae,hip hop,hip hop,reggae,hip hop,latin,hip hop,hip hop,latin,hip hop
TRVFSWI128F42ACE94,SOJZKPG12A8C13F9E0,ARNJ9LU1187B9A56A6,Il Divo,Ave Maria,classical,hip hop,hip hop,folk,hip hop,hip hop,folk,classical,rock,classical,classical,rock,classical
TRMKTUF128F42BC140,SOLHDOP12A8C13FB24,ARNJ9LU1187B9A56A6,Il Divo,Caruso,classical,hip hop,folk,hip hop,hip hop,folk,hip hop,classical,jazz,classical,classical,jazz,classical
TRXNYOZ128F42BC146,SOBTJJR12A8C13FB29,ARNJ9LU1187B9A56A6,Il Divo,Come Primavera,classical,hip hop,hip hop,folk,hip hop,hip hop,hip hop,classical,latin,classical,classical,latin,classical
TRYFLQK128F92EF7F1,SOOVZJZ12A8C1399B9,ARNJ9LU1187B9A56A6,Il Divo,Dentro Un Altro Si,classical,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,classical,folk,hip hop,classical,folk,hip hop
TRRWCOL128F42AD05D,SOOZNYR12A8C13D9F7,ARNJ9LU1187B9A56A6,Il Divo,En Aranjuez Con Tu Amor,classical,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,classical,rock,folk,classical,rock,folk
TRVRPTI128F92EB390,SOCREBZ12AB017CA05,ARNJ9LU1187B9A56A6,Il Divo,Enamorado,classical,hip hop,latin,reggae,hip hop,latin,reggae,latin,hip hop,latin,latin,hip hop,latin
TRGRNWU128F42AE46D,SOLRRGS12A8C13FD5A,ARNJ9LU1187B9A56A6,Il Divo,Esisti Dentro Me,classical,hip hop,hip hop,pop,hip hop,hip hop,pop,classical,classical,classical,classical,classical,classical
TRNXWLK128F92EC9A7,SOVINFL12A8C139286,ARNJ9LU1187B9A56A6,Il Divo,Everytime I Look At You,classical,electronic,r&b/soul,hip hop,country,pop,blues,electronic,metal,pop,electronic,pop,country
TRITOVK128F92EC9A0,SOCVWFF12A8C13B6EE,ARNJ9LU1187B9A56A6,Il Divo,Feelings,classical,hip hop,folk,hip hop,hip hop,folk,hip hop,electronic,classical,hip hop,electronic,classical,hip hop
TRRLVOI128F92EB38D,SOKINKK12AB017C9F6,ARNJ9LU1187B9A56A6,Il Divo,Hallelujah (Aleluya),classical,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,latin,pop,latin,latin,pop,latin
TRHPPNF128F42ACFA9,SOCXAJQ12A8C13FD4E,ARNJ9LU1187B9A56A6,Il Divo,Hasta Mi Final,classical,hip hop,hip hop,reggae,hip hop,hip hop,latin,latin,latin,latin,latin,latin,latin
TRUXYDP128F93234BD,SOYGKHG12AB01804C8,ARS54I31187FB46721,Taylor Swift,Crazier,country,r&b/soul,hip hop,reggae,reggae,jazz,folk,r&b/soul,country,rock,r&b/soul,country,jazz
TRKVVVK12903CB592C,SODUDUN12AB018CCAB,ARS54I31187FB46721,Taylor Swift,Fifteen,country,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,pop,r&b/soul,jazz,punk,r&b/soul,hip hop,hip hop
TRUVVME12903CBA350,SORRBVQ12A58A7AA33,ARS54I31187FB46721,Taylor Swift,Change,country,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,reggae,metal,reggae,reggae,reggae,r&b/soul,reggae
TRZGWCY12903CEF521,SOVMMRT12D021B2E6E,ARHATLI1187FB52C76,Toby Keith,You Can't Read My Mind,country,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,pop,pop,blues,pop,pop,reggae,r&b/soul
TRMAVQT128F4270DBF,SOLJTVT12A58A79F96,ARH861H1187B9B799E,Johnny Cash,Man In White,country,hip hop,r&b/soul,metal,metal,hip hop,folk,rock,country,country,hip hop,metal,country
TRWVEDL128F4293EA3,SOOVRMN12AF72A0933,AR7ZFLN1187FB4830A,Rascal Flatts,Holes,country,r&b/soul,hip hop,hip hop,r&b/soul,pop,hip hop,electronic,electronic,country,electronic,country,electronic
TRTVVYX128F9328DBA,SOMKEYV12AF72A20B2,ARFL99B1187B9A2A45,Sugarland,Baby Girl,country,hip hop,electronic,r&b/soul,r&b/soul,electronic,r&b/soul,r&b/soul,r&b/soul,rock,r&b/soul,r&b/soul,rock
TRTGPPK128F1459DD4,SOIHEED12A6D4F5E36,AR4DW2Q1187FB44DB6,Billy Currington,Growin' Up Down There,country,r&b/soul,hip hop,metal,hip hop,metal,hip hop,country,punk,r&b/soul,r&b/soul,country,pop
TRHUIRM128F426BFD5,SOMDWHQ12A6D4F5E30,AR4DW2Q1187FB44DB6,Billy Currington,Hangin' Around,country,hip hop,r&b/soul,hip hop,pop,country,hip hop,metal,jazz,jazz,metal,jazz,jazz
TRJNTQQ128F426BFD0,SOVXWMI12A8C13B667,AR4DW2Q1187FB44DB6,Billy Currington,Here I Am,country,hip hop,r&b/soul,hip hop,r&b/soul,r&b/soul,hip hop,r&b/soul,r&b/soul,r&b/soul,r&b/soul,r&b/soul,r&b/soul
TRZJCNT128F426BFCC,SOWNWBW12A8C13B65E,AR4DW2Q1187FB44DB6,Billy Currington,She's Got A Way With Me,country,hip hop,r&b/soul,hip hop,r&b/soul,pop,hip hop,country,r&b/soul,punk,country,r&b/soul,country
TRPZEWS128F92F585E,SOOSFVL12AB018253F,AR4DW2Q1187FB44DB6,Billy Currington,That's How Country Boys Roll,country,hip hop,r&b/soul,metal,r&b/soul,country,country,country,country,r&b/soul,country,country,r&b/soul
TRYPBLE128F1459DD1,SOKHXYG12A6D4F5E33,AR4DW2Q1187FB44DB6,Billy Currington,Where The Girls Are,country,hip hop,hip hop,hip hop,pop,hip hop,hip hop,pop,folk,jazz,pop,folk,punk
TRKVITQ128F4271B31,SOVALXP12D021B3DA8,ARH861H1187B9B799E,Johnny Cash,Daddy Sang Bass,country,r&b/soul,hip hop,country,country,country,rock,country,country,country,country,country,country
TRGZDBB128F4270A4C,SOLWDNH12D021B2402,ARH861H1187B9B799E,Johnny Cash,I Don't Know Where I'm Bound,country,hip hop,jazz,r&b/soul,jazz,rock,metal,metal,country,jazz,jazz,metal,blues
TRMBNRH12903D02C23,SOWLYYP12D0219044F,ARH861H1187B9B799E,Johnny Cash,I Was There When It Happened,country,r&b/soul,hip hop,hip hop,r&b/soul,metal,hip hop,metal,metal,hip hop,metal,metal,hip hop
TRBXYKU128F427915D,SOEXZQP12D021B0F1D,ARH861H1187B9B799E,Johnny Cash,The Big Battle,country,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop,country,folk,hip hop,hip hop,rock
TRFRXGD128F42717FF,SOHCAKG12A8BED7973,ARH861H1187B9B799E,Johnny Cash,A Thing Called Love,country,r&b/soul,hip hop,metal,pop,metal,hip hop,country,classical,pop,country,classical,country
TRYIYFG128F42603CC,SOOUGLY12A8BEE954A,ARH861H1187B9B799E,Johnny Cash,You Dreamer You,country,hip hop,blues,electronic,blues,classical,hip hop,blues,country,classical,blues,rock,country
TRQHDNY128F92E3A01,SOOFVUE12AB017B824,ARH861H1187B9B799E,Johnny Cash,I Walk The Line,country,hip hop,r&b/soul,hip hop,hip hop,pop,hip hop,jazz,pop,jazz,pop,jazz,jazz
TRGCHXM128F429CBB9,SOKDAHN12A8C13F938,ARH861H1187B9B799E,Johnny Cash,Life's Railway To Heaven,country,hip hop,r&b/soul,hip hop,hip hop,reggae,hip hop,metal,hip hop,punk,metal,hip hop,punk
TRSJGNV128F92F4124,SODVCJH12AF72A4A08,AR3ETJY1187B98ED15,Darius Rucker,If I Had Wings,country,r&b/soul,hip hop,metal,electronic,pop,jazz,electronic,r&b/soul,electronic,electronic,r&b/soul,electronic
TRHTOYT128F429FEF4,SOVZHIK12A8C1349BD,ARNNM56119B86686EA,Luke Bryan,Pray About Everything,country,metal,r&b/soul,hip hop,country,r&b/soul,hip hop,r&b/soul,country,electronic,r&b/soul,country,country
TRCFFVR128F145D6DF,SOYPMDY12A6D4F77DE,AR95IYB1187FB3FE0B,Keith Urban,Your Everything,country,r&b/soul,hip hop,metal,hip hop,metal,pop,classical,classical,punk,classical,classical,punk
TRQSGEL128F4242DFC,SOAXCEO12CF5F873BF,ARHATLI1187FB52C76,Toby Keith,A Little Too Late,country,hip hop,r&b/soul,hip hop,blues,jazz,jazz,blues,rock,reggae,blues,rock,reggae
TRAIMRN128E0791E72,SOAOYPN12CF52D3231,ARHATLI1187FB52C76,Toby Keith,Who's Your Daddy?,country,hip hop,hip hop,r&b/soul,jazz,hip hop,r&b/soul,r&b/soul,blues,jazz,r&b/soul,jazz,hip hop
TRRSVGD128F4242DDC,SORPIQY12A8C13632E,ARHATLI1187FB52C76,Toby Keith,A Woman's Touch,country,r&b/soul,blues,hip hop,blues,r&b/soul,r&b/soul,reggae,electronic,blues,reggae,jazz,reggae
TRTXHKL128F4242DD9,SOROSTR12A8C136324,ARHATLI1187FB52C76,Toby Keith,Big Ol' Truck,country,hip hop,hip hop,hip hop,hip hop,hip hop,reggae,blues,punk,blues,blues,blues,latin
TRADETN128F148CF19,SOEKKYB12A6D4F81D4,ARHATLI1187FB52C76,Toby Keith,Blue Bedroom,country,jazz,hip hop,r&b/soul,jazz,pop,jazz,jazz,rock,jazz,jazz,jazz,rock
TRKKXKG128E0791E74,SOJRPQW12B0B808689,ARHATLI1187FB52C76,Toby Keith,It's All Good,country,r&b/soul,hip hop,hip hop,r&b/soul,jazz,hip hop,r&b/soul,punk,blues,r&b/soul,punk,hip hop
TRSSUAV128F148D60F,SOLBJPX12A6D4F901D,ARHATLI1187FB52C76,Toby Keith,Sweet,country,r&b/soul,hip hop,hip hop,hip hop,classical,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop
TRFROET128F148CF1F,SOPBTRI12A6D4F81DA,ARHATLI1187FB52C76,Toby Keith,You Shouldn't Kiss Me Like This,country,r&b/soul,hip hop,electronic,pop,r&b/soul,r&b/soul,pop,punk,r&b/soul,r&b/soul,pop,hip hop
TRFHVTT12903CF7CD9,SOBAAFP12D02198DCD,ARFR3E51187B9A0A85,Sara Evans,A Real Fine Place To Start,country,pop,r&b/soul,hip hop,pop,r&b/soul,r&b/soul,electronic,blues,r&b/soul,r&b/soul,electronic,blues
TRXZNNF12903CA6F9B,SOWEIIN12AB018066C,ARO4WQR1187B9B9825,Kenny Rogers,Endless love,country,r&b/soul,hip hop,hip hop,r&b/soul,classical,r&b/soul,classical,country,r&b/soul,classical,r&b/soul,r&b/soul
TRTSAUB128E07859FC,SOGBBSX12A6701E426,ARV9LSS1187B98C471,Blake Shelton,Love Gets In The Way (Album Version),country,hip hop,hip hop,hip hop,r&b/soul,hip hop,hip hop,blues,punk,country,blues,hip hop,punk
TRFMGIO128F42591F0,SOBCKDM12D021B3D99,ARK4ZEK1187B990A4F,George Strait,I'd Like To Have That One Back,country,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,r&b/soul,country,hip hop,r&b/soul,hip hop,country
TRDYUVI128E078F725,SOEJDOV12D021B3BD5,ARK4ZEK1187B990A4F,George Strait,Marina Del Rey,country,hip hop,hip hop,hip hop,r&b/soul,country,electronic,folk,country,latin,country,folk,electronic
TRPNLLB128F14956A5,SOPBLAJ12D02193A82,ARK4ZEK1187B990A4F,George Strait,Milk Cow Blues,country,hip hop,hip hop,r&b/soul,blues,blues,blues,blues,blues,blues,blues,blues,country
TRTDHSB128F422B90F,SOWKMZU12A81C2165A,ARKZ13R1187FB54FEE,Josh Turner,Another Try,country,hip hop,hip hop,metal,hip hop,hip hop,r&b/soul,r&b/soul,jazz,rock,r&b/soul,rock,hip hop
